text,label
"I knew I'd seen ""Get Out"" before... It was called ""Freaky Friday"" /s",reaction
Obsession isn’t smart. It isn’t layered. It isn’t nuanced. It isn’t commenting on centuries of oppression in an inventive way.,hot_take
"To begin with, sure. But the most telling part for me was when he was on customer support and the CS guy asked Bear if he'd want to cancel his wish and Bear didn't want to at first.",hot_take
"It’s about growth and change and stagnation. The Backrooms is a perfect metaphor for it. It’s Clark. It looks like it’s different than anything you’ve seen before, but then you realize it’s just a bad, rearranged copy of everything that’s ever been. Clark acts like he wants to change, but he never actually does, stewing in his bitterness and blaming everything around him. He is a bad copy of all the worst things about himself, and it’s only until Mary calls him to task, does he finally do something new. Something healing. Letting Mary go. Something the Backroom immediately punishes him for.",hot_take
"I feel like you're implying Phil sounds a little like Clark in the end, but I don't understand what you mean.",hot_take
"There are two ways people use the term ""blockbuster"", one is based purely on metrics. So a movie that makes a ton of money. The second, which I think is the more common one now, is a movie made by a major studio with the specific intention to make a lot of money. 

A lot of people have problems with the second because it's more commerce driven that art driven.",hot_take
"The cinephiles who post here are smart, more cultured, and have better taste than your average person. That means if a movie is popular, it must be bad, because all those average people are stupid slobs who dont appreciate art.",hot_take
"hese are, technically I guess, ""plot holes,"" but focusing on that is to miss the point of the movie, which is: what does it mean to be human. Like, there's no reason at all for replicants to not be obviously artificial: give them green skin or three eyes or some other kind of visually distinct characteristics that mark them as artificial. But again, that's not the point. It's about a society that has deemed a certain class as inhuman, and the morality of that decision, and how it affects the ones charged with enforcing that decision.",analysis
The plot isn’t as tight as the visual elements that’s for sure. But also you may be overthinking it quite a bit. BR is an experience more than it is a tightly written narrative masterpiece. The sequel is a bit tighter in that regard.,hot_take
"Two things stand out. One, it was 1982 and some things just weren't assumed like ""face scanning.""

Also, this film is the final product of a long and messy history. There were many changes, hot fixes, and even edits done that left holes and problems in it.

The strength of the film is that it's so good on other levels you can look past those failings.",hot_take
Love the complexity of your off-the-top-of-your-head explanations.,reaction
"Typically, a monster is the mechanism through which a space becomes scary. Eraserhead, Skinamarink, and the Backrooms seem to reverse this process. The setting itself becomes so terrifying as to make any monsters within it almost secondary. The setting is no longer just where the scary happens-it is the scary itself. Oddly, Eraserhead reads like a prototype; Skinamarink seems to extend this to the ultimate in atmosphere and space as the terror; and Backrooms extends this into an entire mythos where the space is the core source of horror even with monsters there. I find backrooms to be the liminal space horror of the year thus far. Obviously I'm just a fanatic and I don't actively study film theory but I'm curious as to where my correlation thrives and fall short, and are there any movie suggestions that I can watch to further my understanding?",analysis
Inland Empire is one of very few movies that actually scared me,reaction
"I liked The Backrooms pretty well, but I felt it would have been better still if it had the confidence to let the strange space be the monster, rather than pivoting toward more typical monster territory in the back half.",hot_take
"Backrooms did a solid job of reimagining House of Leaves, in live-action format.",hot_take
"I have recurring nightmares about evil rooms. They’re always in old shabby Lynchian houses. Occasionally, I have the opposite dream, where I find myself in an old shabby house, but I’m overjoyed that I found my way back to it. BTW, I love Eraserhead and Skinamarink and I’m going to see Backrooms this weekend",reaction
"Speed Racer wouldn't exist as a non-digital film. Part of Tár's appeal is the clinical digital look, especially at venues. Silent Twins looks incredibly well, ""cinematic"", and it's a fully digital feature. Pogorzelski shoots digital, and his films are very tactile.",analysis
"
I just watched Casper recently and got sentimental because no kids movie will ever look like this again.",reaction
"Yeah, the democratisation of means of film production (pun intended) grates on some people.",hot_take
"
I wouldn't go as far as saying I despise the digital age of film, but I do agree that even low budget schlock from the 20th century had a better texture to it. I just watched one called Nightmare Sisters, real Cormanesque shit. But it has colored lights, some odd set design and a texture to the image that endeared me to it.",reaction
"
Agreed. This is conflating things. Using film isn't the secret sauce, it's having the creative vision and director's intent to capture things they right way in camera and not rely on ""figuring it out in post""",hot_take
"I don't think so. The film stocks right now aren't what they used to be in the past. James Gray spoke about it a lot, Kodak makes film stocks more appropriate for digital landscape. The look isn't the same, for example Gray had to put the film in the oven for Ad Astra and by the time he shot Armageddon Time, the film stock was so resilient that he couldn't degrade it like he wanted, so he decided to shoot on digital with a filter.",analysis
"Scorsese doesn't shoot only on film, he shoots a mixture of digital and film. I don't think Nolan's films are particulary visually interesting. Chazelle's best film was shot on digital. There's plenty of directors who make really great digital work with beautiful images and tactility, I don't think it's digital vs film, it's how you use each medium. Pedro Costa's or Albert Serra's films wouldn't be possible with film and they are some of the most interesting directors working. ​",analysis
"I think it's only going to get worse, as the generations raised on content come into the filmmaking space, I'm not sure how many are going to have the necessary patience to make something truly spectacular.",reaction
"Idk, I think OP is spot on, as the OG Jurassic Park dinosaurs were nowhere near as haptic as the ones in Carnosaur.",hot_take
"Watch more movies not just hollywood slop. A lot of great filmmakers like Lav Diaz, Albert Serra, Pedro Costa etc. have been using digital cameras in very cinematic ways.",hot_take
I watched probably more movies than you and you havent read my post at all. I even mentioned Lav Diaz.,reaction
"Yep. The only real brightside is that they may have succeeded in dealing with the threat. But as they mention to each other, once the fire dies down, they're going to freeze to death anyway.

The nearest base already suffered the same fate. Help isn't coming. And the unnerving thing they still both have to think about is whether the Thing's really dead or not.",analysis
"I like this and I agree I think they’re both human at the end, but I think the theme of a lingering paranoia between them is part of what the movie is trying to say.",hot_take
"ive always seen movies and shows and thought ""Wow, this is great!""",reaction
"Concept art is just that ""a concept"" its inspiration and a dream of the best case scenario.",hot_take
"Concept art is essentially free. You can draw anything you can think of. But every frame in a production costs an eye-watering amount of money, labour and time, from set builds to props to locations to CG extensions, and as a result it can feel less impressive. Some movies are better at using that money, labour and time than others.",analysis
"I think at least part of the other issue is that concept art is just that, art, and not a real world creation, and that like much art, our imagination fills in some of the gaps. So I am sometimes not surprised when a very evocative looking costume or set piece when translated into something like the real world doesn't always feel as amazing.",analysis
"Now you see me now you don't - fun, extremely illogical but I think that's just their usp now",reaction
"Good luck, have fun, dont die - hilarious, bone chilling",reaction
Roofman - Again a small simple film driven by the story not by shenanigans. Not my favourite but also not bad,reaction
"No Hard Feelings (2023, Gene Stupnitsky)

Not typically one for rom coms, I enjoyed this one! Jennifer Lawrence is great as Maddie, down on her luck and hired to date an awkward 19 year old about to leave for college. It’s about what you’d expect, but a fun watch. 6/10",reaction
"Eternity (2025, David Freyne)

Mixed feelings about this one. I like media that explores the concept of an afterlife, but this one was essentially two men in a competition over who could win eternity with Elizabeth Olsen. It had some touching deeper moments but was pretty surface level for most of it. 6.5/10",analysis
"I’m not fully sure the ending is better for the ending being lighter. I kind of get it, but I do remember a bit of tonal whiplash from coming out of such a dark story into a “everything will be okay” sort of ending. Maybe the original ending may have been just too much, but it just felt shallow for the mother to snap out of it in the way she did. I recall when watching expecting to see the fruition of the spell and was hoping for them to nail it. In a way, the resolution it got feels a little tepid and safe to me.",hot_take
"
What troubles me isn't so much the original decision from the 1970s as the fact that Kinski reportedly spent years trying to raise the issue privately without success. If that's accurate, it makes the eventual response feel reactive rather than reflective.

I still think Wenders is an enormously important filmmaker, but admiration for an artist and criticism of their choices aren't mutually exclusive. That's probably where I land on it.",analysis
"If the movie is good, then it'll stay good forever.",reaction
"Hollywood (and the broader film industry) is an endless breeding ground of horrible people, so I got tired of the endless controversies and just put my efforts into actual world news and local politics. ",hot_take
"
The victim, and she absolutely is one, has been trying for years to get Wenders to remove it.
I'm not sure why you think simply the passage of time means problems vanish.",hot_take
"This is auteur apologism, where ""genius artists"" are pretty much absolved of amoral behaviour, which is excused as just a cultural thing from the past. Would be a different case if it was just some random dude instead of the guy who directed all those classic films.",analysis
"Been on a Michael Haneke run. Cache (Hidden) this week - the anxiety builds from scene one and never really lets up. Then Funny Games, which is a completely different kind of uncomfortable. Both leave you sitting with the discomfort long after. Anyone else going through a director's whole filmography lately?",reaction
"Whisper of the Heart (1995, dir. Yoshifumi Kondo)

Delightful coming-of-age story. Hayao Miyazaki's script has great commentary on the artistic process, and this is realized beautifully by Kondo's gentle direction, bringing the audience into the world of a girl who's much too active and aware to be written off as a child but is not confident and autonomous enough to be mistaken for a young woman just yet. Shizuku fits the Ghibli heroine mold admirably, complex in her characterization but never just her flaws or idiosyncrasies. She's a fully fleshed-out person, weaving in and out of her social spheres deftly but also finding time to chase a cat just because it's there, or to appreciate the beauty of urban cityscapes that most people would not find aesthetically pleasing. Her most endearing and interesting trait is her creative spark. She loves to write and loves books and music, but for one reason or another, she has no confidence in her ideas or output, even though her friends consistently praise her and perfect strangers play accompaniment for her cover of Take Me Home, Country Roads. Her arc is not one of finding and realizing a dream, but one of learning how hard it is to commit to one and just how self-gratifying it can feel when something meaningful comes from that commitment. It's the one lesson every young artist needs to learn, and if you're emotionally honest and consistent enough, you will improve and make something that will really resonate with someone. I really like how direct this aspect of Whisper of the Heart is. It makes me wish I'd watched it as a teenager. If you are an artist - or not, really - this is a great watch. It's criminal that Kondo died before directing another feature. Miyazaki and Isao Takahata imagined that he would have been their heir to the studio's throne, and after seeing this film, it's easy to see why.",analysis
"Win Wenders makes incredible, intimate and thought provoking films and that’s all I need him to do.",reaction
"I don’t need him to be a perfect person outside of that, and presupposing that any general stance on him should change based on two minor controversies is just purity policing lol",hot_take
"I like Paris, Texas but I find his comments about art not having a political purpose to be rather disappointing and shallow. ",reaction
Honestly I hope we can finally just have to stop hearing about Perfect Days; someone makes a new thread on it practically every other day. Jesus! Reddit gets these movies in its collective head and then glazes them to death,hot_take
"Adored him in late adolescence, followed his works, but later in my life it always felt like something was... off. There was a hint of lone-wolfing, objectifying, male gaze, fantasy-shaped women that didn't quite match his Auteur aspirations. Not bad, not ... ""actionable"" in a sense, but some heightened awareness when (re-)watching his films.",reaction
So I fully expected him to pull an old white man when that scene made headlines. Positively surprised how he handled the public side of it.,hot_take
"Pina???

Because that was an incredible tribute to the choreographer, and I didn’t think there was anything male-gazey about it, quite the opposite.

I’m actually totally on Kinski’s side in this particular controversy, but I think it is important to distinguish “male gaze looking” from the love of looking for its own sake – Wings of Desire and Perfect Days both look at people, of both genders, at places, at colors.",hot_take
"I think by blowing it up on social media and vilifying him in the press we're sending entirely the wrong message.

Yes he should have changed it sooner, but it went largely under the radar until he did the right thing and now everyone is mad about it.

What message does that send to other filmakers in a similar position?",hot_take
"
Yeah the backrooms lore has been it's own thing separate from liminal space horror for awhile, basically since the original posting on 4chan. While Parsons's stuff is best known there's tons of other shorts and video games and everything using the backrooms as a backdrop.",hot_take
"
Yes, amazing pull… the original Dawn of the Dead is the perfect “liminal space” movie…",reaction
Is that why the second found footage stuff gets shoehorned in? I was unaware of the online presence/ history and that second found footage was a very jarring switch.,hot_take
"
Most of the backrooms youtube content has a found footage framing. I didn't find it particularly jarring because the film at least explained why the camera was there. Clark wanting proof of the anomaly. (We also find the reason behind the found footage at the start too).

But that found footage element is again more about teasing jumpscares than liminality. (Though your mileage will vary in trying to find a definitive consensus on what the parameters of liminality actually are)",analysis
"
There's a lot of great things to say about this film- the cinematography, the performances, the atmosphere...I liked it a lot. Found it to be the most original thing I've seen in a long while. Some of the scenes outside of the backrooms might feel a little stilted or thinly conceptualized, but it all works well enough for me.",reaction
"The film was obviously made to slowly introduce the concept of liminal spaces to a broader mainstream audience. And I am at peace with that, because I also found the character work and general aesthetic vibe to be very compelling and internally consistent. I’m sure that based on this movie’s success, further films can now be produced that push the envelope. I’m glad that the characters’ stories were not given the Hollywood style treatment.",analysis
What? The original 4chan post mentioned something in the backrooms listening to you. The entire premise of this post is false,hot_take
"
that said, while the argument that ""the backrooms betrays its own concept"" doesn't really hold water, I do completely agree with the OP's arguments that the overly choreographed scares and focus on exposition and expansion of scope in the back half make the film far less effective than it could be - the execution of the movie doesn't end up feeling nearly as interesting/unique as the base concept is",analysis
"If they went full liminal, the movie would've been horrible and a flop without a doubt. The adaptation was the best interpretation of the source material. You can't make 210 million from a movie of boring, empty rooms like you want.",hot_take
Backrooms was flawed but extremely unique and interesting. Obsession was great execution of scenes and trends we’ve been seeing for a decade. I don’t find them comparable whatsoever but I loved both.,reaction
"I also don’t see Backrooms as fundamentally a horror movie, more of a sci fi mystery. None of Kane’s work goes for intense scares. So I don’t find the lack of that to be any issue. Disagree with almost everything else you said but eh, it’s not for everyone.",hot_take
"Yeah. It wasn't typical horror. It was existential dread, cosmic horror, mystery. I dont know if it was science fiction as technology wasn't overtly discussed. Depending on which lore you beleive in (as a man-made creation of the backrooms OR its timeless existence) I didn't find many scifi themes.

A couple of movies cames to mind after digesting it. Solaris (with its simulacrums created by a mysterious entity), shining (with its maze like structure & a cursed place), and annihilation (with its cosmic dread).

I found the the ideas & themes fascinating. The idea of perverted copies (simulacrums) lines up well with distorted nature of memory and it also lines up nicely with A.I.

It would've been fascinating if the movie had played with the backrooms erasing stuff on the outside world as it went about creating stuff within its spaces. Analogous to a blackhole.",analysis
"The real horror for me is being trapped in an endless, featureless, extradimensional labyrinth with no means of escape. The movie doesn't communicate any real passage of time (Clark has mapped out the place after only being in there once and resorts to eating zombie styrofoam flesh after being in there for what feels like a day). Poking around the Backrooms isn't scary on its own, it's the thought of spending days, weeks, months there.",analysis
"For me at least, this would all be ""fixed"" if it were presented more like The Blair Witch Project. Have it all be found footage and only imply that there's something lurking in there and never show it. But if they did that it wouldn't have made 100 bajillion dollars.",hot_take
"There is a time jump, judging by the amount of mail shoved under the door of the furniture store when mary goes looking for clark, he’s been missing for a couple of weeks.",analysis
"
The problem is that there is a time jump. It cuts out the part that makes the concept uniquely scary.",hot_take
"I liked the premise of the movie, but for me, the whole “liminal spaces” thing in general goes over my head. Sure, the rooms in the movie are creepy but mostly because it’s an endless mysterious maze. I really don’t understand the internet culture fixation with the topic though. Multiple subreddits of people just posting arbitrary empty hallways. Always just an empty room. WOW so scary, no people here. Sorry but photos of empty places don’t make me feel scared. But I do want to understand why it’s such a phenomenon. Is it literally because people imagine someone or something could be hiding around the corner? If that’s all it takes to make you feel scared, how do you function in life? I guess I’m just NOT wired that way ;)",analysis
"There is too much to talk about here. I just wanted to say that I completely agree with your opinion about the Backrooms contradicting their initial concept of liminality. The more info you add, the less ""off"" it becomes.",reaction
"I haven’t seen the film yet but OP, thanks for writing an actual critique. You had thoughts and they are interesting thoughts and you have a healthy respect for context in both the new and the old. Thanks for taking the time!",reaction
"One thing I really didn’t like was the portal to the backrooms. You just phase through a wall. I am not familiar with the source material, but I feel like the feeling of being where you aren’t supposed to be would be stronger if there was secret entrance like in Barbarian. The phase wall just felt too cartoonish.",hot_take
"Personally loved how the film explained a little bit for lore and gave the rest for me to make up after. The back rooms designer's did a great job making the sets look like nothing you've seen anywhere but in your dreams. Cane's slow descent to madness, I believe, effected the rooms and monsters. This is when he became a monster himself. But also how the monsters seemed to stay around him not fighting I'm the dinner table scene. There was a lot for the imagination to fill in. I have not stopped thinking about this movie and the possibilities since I left the theater.",analysis
"I screamed in the theater ""Bobby! No!"" I feel when Bobby went to explore, cane purposefully tied his rope too tight. These theoretical ideas made the movie more enjoyable for me. All that laundry was the countless people who got stuck there before. Are there other portals than just to the furniture store and the lab? Definitely recommend this movie 10/10 out of fucked up stars",analysis
"As I understand it, we saw a bunch of shots of various ""moments"" in time being contained in the Backrooms. The destroyed house, the tiny development where Kat and her boyfriend lived, etc. If the people in the spaces get copied along with the space, and the space is a copy of a copy of a copy, and you had strong emotions during that moment, then maybe the emotions get stretched and warped and distorted as well. Cane was a prick from the get go, but there was a clear attempt to ""fix"" himself, or at least hide it, or cover it up. But the monster version of him doesn't (or maybe just can't) have that ability. It was a warped version, one that became a monster in reality, and not just metaphorically.",analysis
"We were also theory crafting as to why the monster had a heel turn and ate Cane, and maybe it was something to do with no longer being able to recognize himself? Because human Cane just had a moment of character growth (even if not particularly a positive one), that cause him to no longer be identified as ""Cane"" to the monster.",analysis
"
I agree with you, and those that say you had misaligned expectations don't really understand what you are saying.",reaction
"I think the fact that Skinamarink met such a divisive response really says it all. General audiences are not primed for works geared more towards atmospheric and abstract. If you move outside the comfort zone by forsaking traditional plot and character tropes, you invite poor reception.",hot_take
"My main gripe was I felt the movie should have spent more time with the main actor when he begins exploring and documenting the backrooms.

Showing the absurd scale and architectural insanity of the place - and the actor’s psychological reaction to it - could better contextualize his heel turn into a babbling psychotic.

Maybe we spend more time in Corporate Office aesthetic, and then explore a bit before he finding other setting variations.

I’d have loved at least one long tracking shot where he walks from one cavernous or distorted office to another.",analysis
Still was a great film. Masterful directing for a first feature. I’m going to watch it a few more times. I hope Kane gets a premium 10-part mini-series to narratively expand it.,reaction
"
Too tired to read all this now, but I knew once we saw whatever the monster was the spark of the film would be dead for me 🥀",hot_take
i think directors should have less money when they start off because limitations forces innovation. It feels like it was too limitless to me and Kane got stuck just trying to be artistic but it falling flat for me personally,hot_take
’m going to disagree on Backrooms. Part of the movie is the odd emptiness and what might be in that “emptiness.” I found myself scanning the rooms constantly for anything off. I think the center framing worked well for that.,analysis
I mean they could have at least tried some compositional variety in their boring dialogue scenes which had no blocking and were just basic shot-reverse-shot of 2 people sitting across from each other.,hot_take
"Haven’t seen backrooms yet but I found the decision to shoot obsession Centre framed made sense. I immediately clocked the narrow aspect ratio and I think the framing supports a couple of things that I think the film is trying to achieve narratively. 1. the entire film is from the main characters point of view, so to me it makes sense that we’re always looking straight ahead. 2. the main character is narrow in his own perspective, he only does what feels right to him with little regard for others, especially Nikki, so we are not looking left and right because he doesn’t take other perspectives into account. 3. the narrow aspect ratio gives the film a more claustrophobic feel and there is little room for the characters to move within the frame. 4. the audience is trained to only regard what’s right in the centre, which makes some of the scares, like when Nikki stands in the corner of the bedroom at night or the car scene, more effective.

That said, for other movies it might not be serving the narrative as well to have everything centre framed. I’m spitballing, but proper eye tracing and careful editing probably takes a lot more time and therefore money. Maybe that plays into the fact that framing has become less dynamic?",analysis
"None of those things need the degree of lazy, boring constant center-framing (and shallow depth of field, which is another obnoxious modern trend) that Obsession goes for.",hot_take
"neat observation. Like when he says 'a lot of people didn't know 'x'', it's a tell he just found out.",analysis
Yeah he took the bait and made it out of the trap in the movie. In real life Cohen's game was gaining ownership in his client's businesses through them needing to sell off from expensive legal issues.,analysis
"
I didn't think I'd be able to sit through this one but it's well done and revealing.

Interesting to note and very telling that Trump only threatened to sue but didn't follow through - discovery in court would've likely produced even more juicy details that he didn't want in the public eye.",hot_take
"i  did in fact think the ending was on the nose to the point of being tacky. A lot of the more direct modern Trump-isms didn’t flow for me. But as a whole I say the movie worked mostly because of that absolutely ghoulish Jeremy Strong performance. Movie Roy Cohn is a difficult character, because he’s a soulless man who doesn’t feel much besides anger when things don’t go his way (does he even really feel this or does he just go through the motions of performing it?) and gratification when they do (same question as above). But on a fundamental level you need to feel a twinge of sympathy when he’s betrayed, the movie doesn’t work unless the scene of the maids deep cleaning the dining room after he gets sick gives you a blow to the heart.",analysis
"I guess we are ignoring the fact that all the female characters in HEAT are paper thin. I love HEAT but boy, are women an afterthought. Halle Berry is great in CRIME 101 (though the movie lets her down in the final stretch).",analysis
Monica Barbaro falling head over heels in love with a guy who can't list a single hobby during their date isn't exactly flattering.,hot_take
"Agreed. The movie needed Hemsworth to be more charismatic or outwardly passionate about something yet emotionally closed off to make her going on several dates with him make more sense. I guess the point is that he doesn't have any real interests outside of making money out of fear and that could be interesting subject matter, but if it's that extreme, it would be both more fitting and narratively refreshing to have him completely bomb the first date and not get another.",analysis
Very true re: Monica Barbaro. But Chris H is sooooo handsome. Way better looking than Robert De Niro. Amy Brenneman did what she could with Edie but the character feels like she’s just some animatronic ‘smart woman with vaguely defined creative job’ who only switch to life when De Niro needs a scene partner. I wish Crime 101 would’ve given Halle a full Jackie Brown arc and not just sidelined her for the boys figuring out their manly shit Act 3.,analysis
"Women are an afterthought to the male characters in the context of the film, as well. It's a conscious choice by the writer.",hot_take
"eat's story is not one that is driven by female characters.. Would the story or pacing improve if the film took time to flesh out the female characters, i.e. give them dreams and backstories?",analysis
"
Writing bad female characters who are nothing more than stereotypes (supportive girlfriend, suicidal daughter, woman who works in ill-defined creative field, wife who yells why-are-you-never-home?!) isn’t a conscious choice, it’s bad writing. Even with limited screentime, they should still feel like real humans who might exist in the real world. I mean, hell, Danny Trejo and Tone Loc feel more lived-in than Ashley Judd, Amy Brenneman, etc. It must be a strange world you live in where only men are allowed dreams and backstories.",analysis
"I enjoyed it, but the ending was a let-down. Crime movies almost always have some version of the ""crime doesn't pay"" message, which makes sense. If you're working with other criminals, of course things are going to fall apart no matter how careful you are.",hot_take
"But the ending of Crime 101 is pretty much ""crime does actually pay (unless you're an incompetent psycho)"". It's fun, but it's not dramatically satisfying. And that goes for the movie as a whole, really.",hot_take
"It's less the message itself and more that it lends itself to such a dramatically inert ending. I'm not saying ending in tragedy/cautionary tale needs to be the message, but it needs to have a little more teeth than ""Everything works out for basically everyone"".",hot_take
"Yes exactly. Just to clarify, I'm not saying that crime movies should have a moral. I'm just saying that when things go badly for criminals in films, it makes the most sense dramatically.",hot_take
I'm one of the few people that thinks Heat is not that great of a film.,reaction
"Crime 101 can't get out of its own way. The script just adds random characters and arcs that are abandoned by the next sequence. There's a dedicated romance angle that does absolutely nothing to advance the story, characters or plot. The acting isn't bad and the characters themselves would be more interesting under a better director and script.",analysis
It seems like the producers insisted that the film contains 5 elements and they will be shoe-horned in continuity be damned. Its a great example of the issues we are seeing in recent film making,hot_take
Nick Nolte's character not getting any sort of acknowledgement in the third act was so odd.,reaction
"
The relationship is a device that helps develop Hemsworth's emotional stuntedness a lot imo, but unfortunately it's hard to forget about the insufficient and unbelievable construction of that device",hot_take
"It really felt like the characters benefited from being played by such skilled actors that gave them a depth that wasn't on the page. Barry Keoghan's character in particular felt like it was paper-thin but the performance left it with an unearned depth. Ruffalo's cop is as cliche as it gets, but Ruffalo is so good at playing that character at this point.",analysis
I always wonder if the cost of shooting digital v film has allowed scripts and poor direction to thrive. Before digital there was a cost to shooting this kind of fluff and a good producer would have pushed to eliminate it from the script,hot_take
"
It was silly that there was such a to-do over Ruffalo’s choice of car in the first place. His partner acts like he’s some sort of self-promoting entrepreneur or something to say that Ruffalo’s cop sedan is an embarrassing car for a cop to be seen in. So this business was paid off in the end of the film.

I stopped watching it just a couple of scenes after this first “sedan-gate” scene. The movie is silly and also tired in a way that’s depressing. It doesn’t gain anything by having Nick Nolte in it to play a cliché stock character.",analysis
"I have not watched Crime 101, but this feels like an elevator pitch that can be applicable to lots of gritty cop movies. You can even take out ""Characters missing something in their lives"" and apply that to nearly anything with a cursory focus on characters.

It seems like this ""review"" is more about Heat than it is Crime 101. I am curious -- is the juxtaposing of these films based on anything besides the elevator pitch? Did the director cite Heat as an inspiration? There is nothing wrong with comparing films that are in the same genre, but this reads like you were expecting the film to be similar to Heat, and your criticisms are because it wasn't.


",analysis
"
""the table that sits in between them as they breakdown who they are""

yeah, when they end that conversation and the cop is like, ""I'm gonna try to get ya, robber."" and the robber is like, ""well, if ya try, I'm gonna do what I gotta do to be free, because I'm a robber and yr a cop."" I was like, GENIUS!

but seriously, Thief is better than both these movies by a long shot.",analysis
"Seriously if there is a Michael Mann movie it’s pulling from its Thief not Heat

Its just left me thinking “wow I would so much rather be watching Thief right now”",reaction
"
Totally, not even in the conversation with heat. Completely forgettable",reaction
"I mostly agree. It definitely was inspired by Heat (especially the look/vibe) but it's not at all Heat level apirational. (one of the Film School 101-adages we all know is we judge a work based on it's own goals, not another film).",hot_take
